Region,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,SeriousCases,CasesPerM,DeathsPerM,TotalTests,TestsPerM,Population
Mauritania,39990,+26,852 ,None,38670,+41,468,16,8283,176,535360,110888,4827926
Guyana,38751,+23,1028 ,+2,37036,+74,687,13,48922,1298,409954,517553,792100
Cabo Verde,38557,+16,351 ,None,38100,+8,106,23,68266,621,211692,374803,564809
Gabon,37743,+62,285 ,None,35488,+398,1970,5,16393,124,1459776,634035,2302360
Papua New Guinea,36004,+11,589 ,+2,35252,+90,163,7,3916,64,249149,27098,9194431
Belize,31246,+29,589 ,None,30110,+88,547,6,76552,1443,368795,903542,408166
Guinea,30814,None,388 ,None,29776,None,650,49,2257,28,569940,41747,13652338
Barbados,27126,+55,256 ,+1,25273,+44,1597,None,94224,889,456453,1585517,287889
Togo,26550,+84,244 ,None,25962,+3,344,None,3101,28,597792,69821,8561827
Tanzania,26483,None,734 ,None,N/A,N/A,N/A,7,426,12,None,None,62215364
Haiti,25907,None,765 ,None,22583,None,2559,None,2232,66,132422,11410,11605583
Benin,24907,None,161 ,None,24705,None,41,5,1979,13,604310,48013,12586372
Lesotho,24298,+395,665 ,None,13952,+24,9681,None,11212,307,281329,129820,2167066
Seychelles,24047,None,131 ,None,23574,None,342,None,242319,1320,None,None,99237
Somalia,23169,+95,1333 ,None,12903,+86,8933,None,1401,81,262138,15849,16539870
Bahamas,22995,+24,713 ,None,21683,+17,599,2,57670,1788,175609,440416,398734
Mauritius,22869,+54,680 ,None,21303,+42,886,None,17939,533,358675,281346,1274853
Channel Islands,21667,+210,110 ,+2,19632,+192,1925,None,122965,624,1102820,6258733,176205
Burundi,21422,+279,38 ,None,773,None,20611,None,1727,3,345742,27866,12407144
Mayotte,21180,+41,185 ,None,2964,None,18031,None,74995,655,176919,626444,282418
Andorra,20549,None,134 ,None,18285,None,2130,31,265333,1730,218899,2826473,77446
Iceland,20232,+188,36 ,None,18644,+114,1552,2,58732,105,1304837,3787845,344480
Timor-Leste,19832,+2,122 ,None,19704,None,6,None,14635,90,211166,155830,1355102
Congo,19179,None,365 ,None,12421,None,6393,None,3355,64,188207,32925,5716235
Mali,19064,+126,637 ,+3,15729,+123,2698,None,903,30,514575,24386,21101387
Curaçao,17720,+27,184 ,+1,17334,+12,202,3,107346,1115,359934,2180440,165074
Nicaragua,17391,None,210 ,None,4225,None,12956,None,2580,31,None,None,6739691
Tajikistan,17095,None,124 ,None,16966,None,5,None,1735,13,None,None,9850244
Taiwan,16786,+15,849 ,None,15729,+12,208,None,703,36,8872811,371561,23879794
Aruba,16751,+35,180 ,+2,16324,+17,247,11,155926,1676,177885,1655838,107429
Burkina Faso,16672,None,296 ,None,15926,None,450,None,767,14,234250,10775,21739227
Brunei ,15385,+9,98 ,None,15074,+16,213,None,34682,221,663212,1495068,443600
Equatorial Guinea,13618,+1,175 ,None,13407,+1,36,1,9263,119,263190,179020,1470169
Djibouti,13527,+1,189 ,None,13304,None,34,None,13407,187,253201,250947,1008983
New Zealand,13317,+79,49 ,+1,11165,+194,2103,40,2662,10,5370203,1073590,5002100 
South Sudan,13309,+260,133 ,None,12614,+38,562,2,1169,12,281458,24721,11385443
Saint Lucia,13136,+9,291 ,+6,12765,+9,80,3,71061,1574,103717,561075,184854
Isle of Man,12974,+79,67 ,None,12020,None,887,1,151404,782,133676,1559977,85691
Hong Kong,12514,+7,213 ,None,12180,None,121,None,1650,28,28539548,3762202,7585862
New Caledonia,12477,+32,280 ,None,12021,+42,176,8,43097,967,42756,147685,289508
CAR,11961,None,101 ,None,6859,None,5001,2,2415,20,60228,12161,4952371
Yemen,10092,+6,1974 ,+1,6960,+2,1158,23,328,64,265253,8616,30784570
Gambia,10051,+6,342 ,None,9647,+2,62,1,3995,136,128823,51208,2515679
Cayman Islands,8097,+61,9 ,None,4660,+88,3428,17,121124,135,215963,3230609,66849
Gibraltar,7737,+54,100 ,None,7273,+5,364,1,229748,2969,434217,12893960,33676
Eritrea,7731,+18,67 ,+2,7521,+12,143,None,2137,19,23693,6548,3618110
Niger,7191,+6,272 ,+1,6879,None,40,2,282,11,197128,7736,25483389
San Marino,7007,+407,95 ,+1,6159,+181,753,6,205876,2791,98261,2887057,34035
Guinea-Bissau,6455,None,149 ,None,6287,None,19,None,3171,73,109448,53760,2035866
Sierra Leone,6452,+18,121 ,None,N/A,N/A,N/A,None,786,15,160729,19568,8213752
Dominica,6286,None,42 ,None,5874,None,370,None,87007,581,116293,1609659,72247
Grenada,5919,None,200 ,None,5675,+7,44,None,52249,1765,89808,792762,113285
Liberia,5844,None,287 ,None,5535,None,22,2,1117,55,128246,24516,5231126
Bermuda,5815,None,106 ,None,5647,None,62,None,93878,1711,671065,10833764,61942
St. Vincent Grenadines,5758,+35,77 ,None,5111,None,570,7,51662,691,91583,821704,111455
Chad,5701,None,181 ,None,4874,None,646,None,333,11,157235,9188,17113185
Liechtenstein,5551,+48,68 ,None,5152,+44,331,18,144980,1776,80413,2100214,38288
Sint Maarten,4664,None,75 ,None,4543,None,46,10,107004,1721,62056,1423727,43587
Faeroe Islands,4639,+162,13 ,None,4262,+222,364,7,94415,265,608000,12374323,49134
Comoros,4606,+17,151 ,None,4400,+9,55,None,5137,168,None,None,896635
Monaco,4339,+56,36 ,None,4020,+30,283,4,109435,908,54960,1386164,39649
Antigua and Barbuda,4186,+8,117 ,None,4036,+3,33,1,42234,1180,18195,183576,99114
Saint Martin,4008,None,56 ,None,1399,None,2553,7,101138,1413,78366,1977491,39629
Sao Tome and Principe,3735,None,57 ,None,3676,None,2,None,16593,253,15154,67321,225100
Caribbean Netherlands,3179,+4,22 ,None,3036,+6,121,None,119606,828,30126,1133451,26579
Turks and Caicos,3158,+7,25 ,None,3074,None,59,None,79986,633,94789,2400816,39482
British Virgin Islands,2886,None,39 ,None,N/A,N/A,N/A,7,94545,1278,82570,2704996,30525
Saint Kitts and Nevis,2801,+3,28 ,None,2765,None,8,1,52113,521,57508,1069936,53749
Bhutan,2656,+4,3 ,None,2632,+2,21,None,3388,4,1269768,1619559,784021
Greenland,1969,+32, ,None,1736,+8,233,2,34596,None,127046,2232245,56914
St. Barth,1621,None,6 ,None,N/A,N/A,N/A,None,163391,605,56491,5694083,9921
Anguilla,1592,None,4 ,None,1521,None,67,None,104744,263,51382,3380617,15199
Diamond Princess,712,None,13 ,None,699,None,0,None,None,None,None,None, 
Wallis and Futuna,454,None,7 ,None,438,None,9,None,41457,639,20508,1872706,10951
Saint Pierre Miquelon,96,None, ,None,74,None,22,None,16687,None,13534,2352512,5753
Falkland Islands,83,None, ,None,N/A,N/A,N/A,None,22878,None,8316,2292172,3628
Macao,77,None, ,None,77,None,0,None,116,None,5019,7579,662264
Montserrat,44,None,1 ,None,43,None,0,None,8807,200,3093,619095,4996
Vatican City,27,None, ,None,27,None,0,None,33582,None,None,None,804
Solomon Islands,20,None, ,None,20,None,0,None,28,None,4500,6325,711458
Western Sahara,10,None,1 ,None,8,None,1,None,16,2,None,None,618765
MS Zaandam,9,None,2 ,None,7,None,0,None,None,None,None,None, 
Palau,8,None, ,None,8,None,0,None,439,None,14878,816575,18220
Vanuatu,6,None,1 ,None,5,None,0,None,19,3,23000,72414,317617
Marshall Islands,4,None, ,None,4,None,0,None,67,None,None,None,59774
Samoa,3,None, ,None,3,None,0,None,15,None,None,None,200341
Saint Helena,2,None, ,None,2,None,0,None,328,None,None,None,6103
Micronesia,1,None, ,None,1,None,0,None,9,None,None,None,116785
Tonga,1,None, ,None,1,None,0,None,9,None,None,None,107445
